"abbreviation"	"equation"	"lowbnd"	"uppbnd"	"obj_coef"
"FE3HOXR2"	"fmnh2_c + (2) fe3hox_c --> (2) h_c + (2) fe3hox_un_c + (2) fe2_c + fmn_c"	0	1000	0
"L_LACD2"	"q8_c + lac__L_c --> q8h2_c + pyr_c"	0	1000	0
"ACACT6r"	"accoa_c + ddcacoa_c <==> 3otdcoa_c + coa_c"	-1000	1000	0
"TRPtex"	"trp__L_e <==> trp__L_p"	-1000	1000	0
"PTRCt2pp"	"ptrc_p + h_p --> h_c + ptrc_c"	0	1000	0
"GGGABAH"	"gg4abut_c + h2o_c --> glu__L_c + 4abut_c"	0	1000	0
"PNTOtex"	"pnto__R_e <==> pnto__R_p"	-1000	1000	0
"FRULYSK"	"atp_c + frulys_c --> frulysp_c + h_c + adp_c"	0	1000	0
"FDMO6"	"o2_c + sulfac_c + fmnh2_c --> h_c + so3_c + glx_c + h2o_c + fmn_c"	0	1000	0
"TSULtex"	"tsul_e <==> tsul_p"	-1000	1000	0
"TYRtex"	"tyr__L_e <==> tyr__L_p"	-1000	1000	0
"URAtex"	"ura_e <==> ura_p"	-1000	1000	0
"UREAtex"	"urea_e <==> urea_p"	-1000	1000	0
"URItex"	"uri_e <==> uri_p"	-1000	1000	0
"SULFACabcpp"	"atp_c + sulfac_p + h2o_c --> h_c + sulfac_c + adp_c + pi_c"	0	1000	0
"ETHSO3tex"	"ethso3_e <==> ethso3_p"	-1000	1000	0
"BUTSO3tex"	"butso3_e <==> butso3_p"	-1000	1000	0
"LIPOtex"	"lipoate_e <==> lipoate_p"	-1000	1000	0
"CYANSTpp"	"cyan_p + tsul_p --> tcynt_p + h_p + so3_p"	0	1000	0
"VALtex"	"val__L_e <==> val__L_p"	-1000	1000	0
"XANtex"	"xan_e <==> xan_p"	-1000	1000	0
"MCPST"	"cyan_c + mercppyr_c --> tcynt_c + h_c + pyr_c"	0	1000	0
"XYLtex"	"xyl__D_e <==> xyl__D_p"	-1000	1000	0
"PPPNtex"	"pppn_e <==> pppn_p"	-1000	1000	0
"ABUTtex"	"4abut_e <==> 4abut_p"	-1000	1000	0
"FORtppi"	"for_c --> for_p"	0	1000	0
"PHEMEabcpp"	"atp_c + h2o_c + pheme_c --> h_c + pheme_p + adp_c + pi_c"	0	1000	0
"METSOX1abcpp"	"atp_c + metsox_S__L_p + h2o_c --> h_c + adp_c + pi_c + metsox_S__L_c"	0	1000	0
"PPTtex"	"ppt_e <==> ppt_p"	-1000	1000	0
"GALBDtex"	"gal_bD_e <==> gal_bD_p"	-1000	1000	0
"LIPAHT2ex"	"h_e + colipa_e + hdca_e --> hacolipa_e + h2o_e"	0	1000	0
"DATPHs"	"h_c + datp_c + h2o_c --> nh4_c + ditp_c"	0	1000	0
"GLCTR1"	"icolipa_c + udpg_c --> h_c + gicolipa_c + udp_c"	0	1000	0
"LIPAabcpp"	"lipa_c + atp_c + h2o_c --> h_c + adp_c + pi_c + lipa_p"	0	1000	0
"LIPAHTex"	"h_e + lipa_e + hdca_e --> halipa_e + h2o_e"	0	1000	0
"LIPACabcpp"	"atp_c + h2o_c + lipa_cold_c --> h_c + lipa_cold_p + adp_c + pi_c"	0	1000	0
"ECAP1pp"	"(2) unagamuf_p --> udcpdp_p + h_p + eca2und_p"	0	1000	0
"PTRCtex"	"ptrc_e <==> ptrc_p"	-1000	1000	0
"UDCPDPpp"	"udcpdp_p + h2o_p --> h_p + udcpp_p + pi_p"	0	1000	0
"GGGABADr"	"nadp_c + h2o_c + ggbutal_c <==> gg4abut_c + (2) h_c + nadph_c"	-1000	1000	0
"EX_mso3_e"	"mso3_e --> "	0	1000	0
"EX_23camp_e"	"23camp_e --> "	0	1000	0
"EX_23cgmp_e"	"23cgmp_e --> "	0	1000	0
"EX_23cump_e"	"23cump_e --> "	0	1000	0
"ECAP2pp"	"unagamuf_p + eca2und_p --> udcpdp_p + h_p + eca3und_p"	0	1000	0
"ECA4OALpp"	"eca4und_p + colipa_p --> udcpdp_p + h_p + eca4colipa_p"	0	1000	0
"FE3Ri"	"fadh2_c + (2) fe3_c --> (2) h_c + (2) fe2_c + fad_c"	0	1000	0
"FE3HOXR3"	"rbflvrd_c + (2) fe3hox_c --> (2) h_c + (2) fe3hox_un_c + (2) fe2_c + ribflv_c"	0	1000	0
"FEENTERR1"	"fadh2_c + (2) feenter_c --> (2) h_c + (2) fe2_c + (2) enter_c + fad_c"	0	1000	0
"NODOy"	"(2) o2_c + (2) no_c + nadph_c --> h_c + nadp_c + (2) no3_c"	0	1000	0
"PYRtex"	"pyr_e <==> pyr_p"	-1000	1000	0
"GALM2pp"	"gal_bD_p --> gal_p"	0	1000	0
"CU1abcpp"	"atp_c + h2o_c + cu_c --> h_c + adp_c + pi_c + cu_p"	0	1000	0
"HG2abcpp"	"hg2_c + atp_c + h2o_c --> h_c + adp_c + pi_c + hg2_p"	0	1000	0
"FEENTERR3"	"rbflvrd_c + (2) feenter_c --> (2) h_c + (2) fe2_c + ribflv_c + (2) enter_c"	0	1000	0
"SULFACtex"	"sulfac_e <==> sulfac_p"	-1000	1000	0
"EX_sulfac_e"	"sulfac_e --> "	0	1000	0
"EX_butso3_e"	"butso3_e --> "	0	1000	0
"GLCTR3"	"ggagicolipa_c + udpg_c --> h_c + gggagicolipa_c + udp_c"	0	1000	0
"HEPT4"	"adphep_LD_c + gggagicolipa_c --> h_c + adp_c + colipa_c"	0	1000	0
"EX_ethso3_e"	"ethso3_e --> "	0	1000	0
"DSERtex"	"ser__D_e <==> ser__D_p"	-1000	1000	0
"LA4NTpp"	"colipa_p + uLa4n_p --> acolipa_p + udcpp_p"	0	1000	0
"NODOx"	"(2) o2_c + (2) no_c + nadh_c --> h_c + nad_c + (2) no3_c"	0	1000	0
"SERtex"	"ser__L_e <==> ser__L_p"	-1000	1000	0
"NOtex"	"no_e <==> no_p"	-1000	1000	0
"NOtpp"	"no_p <==> no_c"	-1000	1000	0
"NHFRBO"	"h_c + (2) no_c + nadh_c --> nad_c + n2o_c + h2o_c"	0	1000	0
"N2Otpp"	"n2o_p <==> n2o_c"	-1000	1000	0
"N2Otex"	"n2o_e <==> n2o_p"	-1000	1000	0
"CRNt8pp"	"crn_p + crn__D_c --> crn__D_p + crn_c"	0	1000	0
"CRNt2rpp"	"h_p + crn_p <==> h_c + crn_c"	-1000	1000	0
"CRNDt2rpp"	"h_p + crn__D_p <==> h_c + crn__D_c"	-1000	1000	0
"CTBTt2rpp"	"ctbt_p + h_p <==> h_c + ctbt_c"	-1000	1000	0
"42A12BOOXpp"	"h2o_p + o2_p + dopa_p --> nh4_p + 34dhpac_p + h2o2_p"	0	1000	0
"TYROXDApp"	"h2o_p + o2_p + tym_p --> nh4_p + h2o2_p + 4hoxpacd_p"	0	1000	0
"PACALDt2rpp"	"h_p + pacald_p <==> h_c + pacald_c"	-1000	1000	0
"PEAMNtex"	"peamn_e <==> peamn_p"	-1000	1000	0
"PACALDtex"	"pacald_e <==> pacald_p"	-1000	1000	0
"LIPOt2pp"	"h_p + lipoate_p --> h_c + lipoate_c"	0	1000	0
"AGM4PA"	"anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c"	0	1000	0
"RNDR3b"	"grxrd_c + cdp_c --> h2o_c + dcdp_c + grxox_c"	0	1000	0
"RNDR4b"	"grxrd_c + udp_c --> dudp_c + h2o_c + grxox_c"	0	1000	0
"ACGAL1Ptex"	"acgal1p_e <==> acgal1p_p"	-1000	1000	0
"ACGALtex"	"acgal_e <==> acgal_p"	-1000	1000	0
"GLCUR1Ptex"	"glcur1p_e <==> glcur1p_p"	-1000	1000	0
"UDPGLCURtex"	"udpglcur_e <==> udpglcur_p"	-1000	1000	0
"UDPGALPpp"	"h2o_p + udpgal_p --> gal1p_p + (2) h_p + ump_p"	0	1000	0
"UACGAMPpp"	"h2o_p + uacgam_p --> (2) h_p + acgam1p_p + ump_p"	0	1000	0
"UACGALPpp"	"h2o_p + udpacgal_p --> (2) h_p + acgal1p_p + ump_p"	0	1000	0
"UGLCURPpp"	"h2o_p + udpglcur_p --> (2) h_p + glcur1p_p + ump_p"	0	1000	0
"FEROpp"	"(4) fe2_p + (4) h_p + o2_p --> (2) h2o_p + (4) fe3_p"	0	1000	0
"ISETACabcpp"	"isetac_p + atp_c + h2o_c --> h_c + adp_c + pi_c + isetac_c"	0	1000	0
"ISETACtex"	"isetac_e <==> isetac_p"	-1000	1000	0
"GUR1PPpp"	"h2o_p + glcur1p_p --> glcur_p + pi_p"	0	1000	0
"UDPGtex"	"udpg_e <==> udpg_p"	-1000	1000	0
"ACGAL1PPpp"	"h2o_p + acgal1p_p --> acgal_p + pi_p"	0	1000	0
"UDPGALtex"	"udpgal_e <==> udpgal_p"	-1000	1000	0
"ACGAM1Ptex"	"acgam1p_e <==> acgam1p_p"	-1000	1000	0
"UACGAMtex"	"uacgam_e <==> uacgam_p"	-1000	1000	0
"UDPACGALtex"	"udpacgal_e <==> udpacgal_p"	-1000	1000	0
"AM4PCP"	"anhm4p_c + h2o_c --> anhm3p_c + ala__D_c"	0	1000	0
"AM3PA"	"anhm3p_c + h2o_c --> anhm_c + LalaDgluMdap_c"	0	1000	0
"UM4PCP"	"um4p_c + h2o_c --> ugmd_c + ala__D_c"	0	1000	0
"CBLAT"	"h_c + cbl1_c + atp_c <==> adocbl_c + pppi_c"	-1000	1000	0
"NTRIR4pp"	"(2) h_p + no2_p + (3) mql8_c --> (2) h2o_p + nh4_p + (3) mqn8_c"	0	1000	0
"NTRIR3pp"	"(2) h_p + no2_p + (3) q8h2_c --> (2) h2o_p + nh4_p + (3) q8_c"	0	1000	0
"INOSTt4pp"	"na1_p + inost_p --> inost_c + na1_c"	0	1000	0
"PHEMEtiex"	"pheme_p --> pheme_e"	0	1000	0
"AGM3PA"	"anhgm3p_c + h2o_c --> anhgm_c + LalaDgluMdap_c"	0	1000	0
"CYANtex"	"cyan_e <==> cyan_p"	-1000	1000	0
"SO3tex"	"so3_e <==> so3_p"	-1000	1000	0
"TCYNTtex"	"tcynt_e <==> tcynt_p"	-1000	1000	0
"ACANTHAT"	"accoa_c + anth_c --> acanth_c + coa_c"	0	1000	0
"METSOX2abcpp"	"atp_c + metsox_R__L_p + h2o_c --> h_c + adp_c + pi_c + metsox_R__L_c"	0	1000	0
"METSOX1tex"	"metsox_S__L_e <==> metsox_S__L_p"	-1000	1000	0
"METSOX2tex"	"metsox_R__L_e <==> metsox_R__L_p"	-1000	1000	0
"3UMPtex"	"3ump_e <==> 3ump_p"	-1000	1000	0
"MSO3abcpp"	"atp_c + h2o_c + mso3_p --> h_c + adp_c + pi_c + mso3_c"	0	1000	0
"MSO3tex"	"mso3_e <==> mso3_p"	-1000	1000	0
"FECRMR1"	"fadh2_c + (2) fecrm_c --> (2) h_c + (2) fecrm_un_c + (2) fe2_c + fad_c"	0	1000	0
"FECRMR2"	"(2) fecrm_c + fmnh2_c --> (2) h_c + (2) fecrm_un_c + (2) fe2_c + fmn_c"	0	1000	0
"TDP"	"thmpp_c + h2o_c --> h_c + pi_c + thmmp_c"	0	1000	0
"3PEPTabcpp"	"LalaDgluMdap_p + atp_c + h2o_c --> h_c + adp_c + pi_c + LalaDgluMdap_c"	0	1000	0
"4PEPTabcpp"	"atp_c + LalaDgluMdapDala_p + h2o_c --> h_c + adp_c + pi_c + LalaDgluMdapDala_c"	0	1000	0
"3GMPtex"	"3gmp_e <==> 3gmp_p"	-1000	1000	0
"FALDtpp"	"fald_p <==> fald_c"	-1000	1000	0
"EX_tym_e"	"tym_e --> "	0	1000	0
"AGM3Pt2pp"	"h_p + anhgm3p_p --> h_c + anhgm3p_c"	0	1000	0
"SO4tex"	"so4_e <==> so4_p"	-1000	1000	0
"AGM4Pt2pp"	"h_p + anhgm4p_p --> h_c + anhgm4p_c"	0	1000	0
"AGMt2pp"	"h_p + anhgm_p --> h_c + anhgm_c"	0	1000	0
"FECRMexs"	"fecrm_un_e + fe3_e --> fecrm_e"	0	1000	0
"ARBTNR1"	"fadh2_c + (2) arbtn_fe3_c --> (2) h_c + (2) fe2_c + (2) arbtn_c + fad_c"	0	1000	0
"ARBTNR2"	"fmnh2_c + (2) arbtn_fe3_c --> (2) h_c + (2) fe2_c + fmn_c + (2) arbtn_c"	0	1000	0
"METSOXR1"	"trdrd_c + metsox_S__L_c --> met__L_c + trdox_c + h2o_c"	0	1000	0
"METSOXR2"	"trdrd_c + metsox_R__L_c --> met__L_c + trdox_c + h2o_c"	0	1000	0
"DAPAL"	"23dappa_c + h2o_c --> (2) nh4_c + pyr_c"	0	1000	0
"AMPTASECG"	"cgly_c + h2o_c --> cys__L_c + gly_c"	0	1000	0
"EX_imp_e"	"imp_e --> "	0	1000	0
"DOPAtex"	"dopa_e <==> dopa_p"	-1000	1000	0
"4HOXPACDtex"	"4hoxpacd_e <==> 4hoxpacd_p"	-1000	1000	0
"ARBTNR3"	"rbflvrd_c + (2) arbtn_fe3_c --> (2) h_c + (2) fe2_c + ribflv_c + (2) arbtn_c"	0	1000	0
"ARBTNexs"	"arbtn_e + fe3_e --> arbtn_fe3_e"	0	1000	0
"FEOXAMexs"	"fe3_e + feoxam_un_e --> feoxam_e"	0	1000	0
"LACZpp"	"h2o_p + lcts_p --> gal_p + glc__D_p"	0	1000	0
"SPMDtex"	"spmd_e <==> spmd_p"	-1000	1000	0
"GPDDA1pp"	"h2o_p + g3pc_p --> h_p + chol_p + glyc3p_p"	0	1000	0
"GPDDA5pp"	"h2o_p + g3pi_p --> h_p + inost_p + glyc3p_p"	0	1000	0
"ETHAtex"	"etha_e <==> etha_p"	-1000	1000	0
"G3PStex"	"g3ps_e <==> g3ps_p"	-1000	1000	0
"FEOXAMR1"	"fadh2_c + (2) feoxam_c --> (2) h_c + (2) fe2_c + (2) feoxam_un_c + fad_c"	0	1000	0
"FEOXAMR2"	"(2) feoxam_c + fmnh2_c --> (2) h_c + (2) fe2_c + fmn_c + (2) feoxam_un_c"	0	1000	0
"FEOXAMR3"	"(2) feoxam_c + rbflvrd_c --> (2) h_c + (2) fe2_c + ribflv_c + (2) feoxam_un_c"	0	1000	0
"PTHRpp"	"h2o_p + thrp_p --> thr__L_p + pi_p"	0	1000	0
"FEENTERR2"	"fmnh2_c + (2) feenter_c --> (2) h_c + (2) fe2_c + fmn_c + (2) enter_c"	0	1000	0
"FLVR"	"h_c + ribflv_c + nadph_c --> nadp_c + rbflvrd_c"	0	1000	0
"SUCCtex"	"succ_e <==> succ_p"	-1000	1000	0
"FE3HOXR1"	"fadh2_c + (2) fe3hox_c --> (2) h_c + (2) fe3hox_un_c + (2) fe2_c + fad_c"	0	1000	0
"FEENTERexs"	"fe3_e + enter_e --> feenter_e"	0	1000	0
"SUCRtex"	"sucr_e <==> sucr_p"	-1000	1000	0
"FE3HOXexs"	"fe3_e + fe3hox_un_e --> fe3hox_e"	0	1000	0
"FECRMR3"	"(2) fecrm_c + rbflvrd_c --> (2) h_c + (2) fecrm_un_c + (2) fe2_c + ribflv_c"	0	1000	0
"FDMO2"	"o2_c + fmnh2_c + mso3_c --> h_c + fald_c + so3_c + h2o_c + fmn_c"	0	1000	0
"LALGP"	"h2o_c + LalaLglu_c --> glu__L_c + ala__L_c"	0	1000	0
"AGM4PApp"	"h2o_p + anhgm4p_p --> LalaDgluMdapDala_p + anhgm_p"	0	1000	0
"ARABDI"	"arab__D_c <==> rbl__D_c"	-1000	1000	0
"AGt3"	"h_e + ag_c --> ag_e + h_c"	0	1000	0
"CD2t3pp"	"cd2_c + h_p --> h_c + cd2_p"	0	1000	0
"ZNabcpp"	"zn2_p + atp_c + h2o_c --> h_c + adp_c + pi_c + zn2_c"	0	1000	0
"SKMt2pp"	"h_p + skm_p --> h_c + skm_c"	0	1000	0
"FE2t2pp"	"fe2_p + h_p --> h_c + fe2_c"	0	1000	0
"GLYC2Ptex"	"glyc2p_e <==> glyc2p_p"	-1000	1000	0
"PSERtex"	"pser__L_e <==> pser__L_p"	-1000	1000	0
"TARTRtex"	"tartr__L_e <==> tartr__L_p"	-1000	1000	0
"R5Ptex"	"r5p_e <==> r5p_p"	-1000	1000	0
"THRPtex"	"thrp_e <==> thrp_p"	-1000	1000	0
"TYRPtex"	"tyrp_e <==> tyrp_p"	-1000	1000	0
"R5PPpp"	"h2o_p + r5p_p --> rib__D_p + pi_p"	0	1000	0
"PSP_Lpp"	"h2o_p + pser__L_p --> ser__L_p + pi_p"	0	1000	0
"TYRPpp"	"h2o_p + tyrp_p --> tyr__L_p + pi_p"	0	1000	0
"R1PK"	"r1p_c + atp_c --> h_c + r15bp_c + adp_c"	0	1000	0
"PAPSR2"	"grxrd_c + paps_c --> (2) h_c + so3_c + pap_c + grxox_c"	0	1000	0
"GRXR"	"(2) gthrd_c + grxox_c --> grxrd_c + gthox_c"	0	1000	0
"RNDR1b"	"adp_c + grxrd_c --> dadp_c + h2o_c + grxox_c"	0	1000	0
"R15BPK"	"r15bp_c + atp_c --> adp_c + prpp_c"	0	1000	0
"Kabcpp"	"atp_c + h2o_c + k_p --> h_c + adp_c + pi_c + k_c"	0	1000	0
"RNDR2b"	"grxrd_c + gdp_c --> dgdp_c + h2o_c + grxox_c"	0	1000	0
"TAURtex"	"taur_e <==> taur_p"	-1000	1000	0
"FACOAE181"	"odecoa_c + h2o_c --> h_c + ocdcea_c + coa_c"	0	1000	0
"FACOAE160"	"pmtcoa_c + h2o_c --> h_c + hdca_c + coa_c"	0	1000	0
"FACOAE140"	"tdcoa_c + h2o_c --> h_c + ttdca_c + coa_c"	0	1000	0
"LEUabcpp"	"atp_c + h2o_c + leu__L_p --> h_c + adp_c + pi_c + leu__L_c"	0	1000	0
"L_LACt2rpp"	"h_p + lac__L_p <==> h_c + lac__L_c"	-1000	1000	0
"MALt2_2pp"	"(2) h_p + mal__L_p --> (2) h_c + mal__L_c"	0	1000	0
"CPGNR1"	"fadh2_c + (2) cpgn_c --> (2) h_c + (2) fe2_c + (2) cpgn_un_c + fad_c"	0	1000	0
"CPGNR2"	"(2) cpgn_c + fmnh2_c --> (2) h_c + (2) fe2_c + (2) cpgn_un_c + fmn_c"	0	1000	0
"THRtex"	"thr__L_e <==> thr__L_p"	-1000	1000	0
"CPGNR3"	"(2) cpgn_c + rbflvrd_c --> (2) h_c + (2) fe2_c + (2) cpgn_un_c + ribflv_c"	0	1000	0
"CPGNUtpp"	"h_p + cpgn_un_c --> h_c + cpgn_un_p"	0	1000	0
"CPGNUtex"	"h_p + cpgn_un_p --> cpgn_un_e + h_c"	0	1000	0
"MALt2_3pp"	"(3) h_p + mal__L_p --> (3) h_c + mal__L_c"	0	1000	0
"MALTabcpp"	"malt_p + atp_c + h2o_c --> h_c + malt_c + adp_c + pi_c"	0	1000	0
"MALTHXabcpp"	"atp_c + h2o_c + malthx_p --> h_c + adp_c + pi_c + malthx_c"	0	1000	0
"MALTPTabcpp"	"atp_c + h2o_c + maltpt_p --> h_c + adp_c + pi_c + maltpt_c"	0	1000	0
"AAMYL"	"14glucan_c --> malthx_c"	0	1000	0
"AAMYLpp"	"14glucan_p --> malthx_p"	0	1000	0
"MALTTRabcpp"	"atp_c + malttr_p + h2o_c --> h_c + adp_c + pi_c + malttr_c"	0	1000	0
"THMDtex"	"thymd_e <==> thymd_p"	-1000	1000	0
"MALTTTRabcpp"	"maltttr_p + atp_c + h2o_c --> h_c + adp_c + pi_c + maltttr_c"	0	1000	0
"MAN6Pt6_2pp"	"man6p_p + (2) pi_c --> man6p_c + (2) pi_p"	0	1000	0
"FACOAL80t2pp"	"h_p + atp_c + octa_p + coa_c --> h_c + occoa_c + ppi_c + amp_c"	0	1000	0
"PPGPPDP"	"h2o_c + ppgpp_c --> gdp_c + ppi_c"	0	1000	0
"CPGNabcpp"	"atp_c + h2o_c + cpgn_p --> h_c + adp_c + pi_c + cpgn_c"	0	1000	0
"CPGNexs"	"cpgn_un_e + fe3_e --> cpgn_e"	0	1000	0
"MANGLYCptspp"	"pep_c + manglyc_p --> man6pglyc_c + pyr_c"	0	1000	0
"MELIBt2pp"	"h_p + melib_p --> h_c + melib_c"	0	1000	0
"CBIuabcpp"	"cbi_p + atp_c + h2o_c --> h_c + adp_c + pi_c + cbi_c"	0	1000	0
"METabcpp"	"atp_c + met__L_p + h2o_c --> h_c + adp_c + met__L_c + pi_c"	0	1000	0
"CITtex"	"cit_e <==> cit_p"	-1000	1000	0
"ACGAtex"	"acgam_e <==> acgam_p"	-1000	1000	0
"DDCAtexi"	"ddca_e --> ddca_p"	0	1000	0
"TTDCAtexi"	"ttdca_e --> ttdca_p"	0	1000	0
"HDCAtexi"	"hdca_e --> hdca_p"	0	1000	0
"GUACYC"	"gtp_c --> ppi_c + 35cgmp_c"	0	1000	0
"EX_fe3hox_un_e"	"fe3hox_un_e --> "	0	1000	0
"GGPTRCS"	"atp_c + glu__L_c + ptrc_c --> h_c + adp_c + pi_c + ggptrc_c"	0	1000	0
"EX_23dappa_e"	"23dappa_e --> "	0	1000	0
"RMNtpp"	"h_p + rmn_p --> h_c + rmn_c"	0	1000	0
"23PDE2pp"	"h2o_p + 23cump_p --> h_p + 3ump_p"	0	1000	0
"23PDE4pp"	"h2o_p + 23ccmp_p --> h_p + 3cmp_p"	0	1000	0
"23PDE9pp"	"h2o_p + 23cgmp_p --> h_p + 3gmp_p"	0	1000	0
"SERt4pp"	"na1_p + ser__L_p --> ser__L_c + na1_c"	0	1000	0
"METDtex"	"met__D_e <==> met__D_p"	-1000	1000	0
"SUCCt2_3pp"	"(3) h_p + succ_p --> (3) h_c + succ_c"	0	1000	0
"MNLptspp"	"pep_c + mnl_p --> mnl1p_c + pyr_c"	0	1000	0
"NAt3_1p5pp"	"(3) h_p + (2) na1_c --> (3) h_c + (2) na1_p"	0	1000	0
"ATPHs"	"h_c + atp_c + h2o_c --> nh4_c + itp_c"	0	1000	0
"SARCOX"	"o2_c + h2o_c + sarcs_c --> fald_c + gly_c + h2o2_c"	0	1000	0
"GTPHs"	"h_c + h2o_c + gtp_c --> xtp_c + nh4_c"	0	1000	0
"MN6PP"	"h2o_c + man6p_c --> pi_c + man_c"	0	1000	0
"NAt3_2pp"	"(2) h_p + na1_c --> (2) h_c + na1_p"	0	1000	0
"NH4tpp"	"nh4_p <==> nh4_c"	-1000	1000	0
"3KGK"	"atp_c + 3dhguln_c --> 3dhgulnp_c + h_c + adp_c"	0	1000	0
"METtex"	"met__L_e <==> met__L_p"	-1000	1000	0
"EX_cd2_e"	"cd2_e --> "	0	1000	0
"F6PP"	"h2o_c + f6p_c --> fru_c + pi_c"	0	1000	0
"NMNPtpp"	"nmn_p --> nmn_c"	0	1000	0
"NO2t2rpp"	"h_p + no2_p <==> h_c + no2_c"	-1000	1000	0
"NO3t7pp"	"no3_p + no2_c --> no2_p + no3_c"	0	1000	0
"ORNabcpp"	"atp_c + orn_p + h2o_c --> h_c + adp_c + pi_c + orn_c"	0	1000	0
"PIuabcpp"	"atp_c + h2o_c + pi_p --> h_c + adp_c + (2) pi_c"	0	1000	0
"PNTOt4pp"	"pnto__R_p + na1_p --> pnto__R_c + na1_c"	0	1000	0
"FRULYSDG"	"frulysp_c + h2o_c <==> lys__L_c + g6p_c"	-1000	1000	0
"METDabcpp"	"atp_c + h2o_c + met__D_p --> h_c + met__D_c + adp_c + pi_c"	0	1000	0
"GDPMNH"	"gdpmann_c + h2o_c --> h_c + gdp_c + man_c"	0	1000	0
"FACOAL60t2pp"	"h_p + atp_c + hxa_p + coa_c --> h_c + ppi_c + hxcoa_c + amp_c"	0	1000	0
"IDONt2rpp"	"h_p + idon__L_p <==> h_c + idon__L_c"	-1000	1000	0
"ILEabcpp"	"atp_c + ile__L_p + h2o_c --> h_c + adp_c + pi_c + ile__L_c"	0	1000	0
"INDOLEt2pp"	"h_c + indole_c --> h_p + indole_p"	0	1000	0
"INSt2pp"	"h_p + ins_p --> h_c + ins_c"	0	1000	0
"PROabcpp"	"atp_c + pro__L_p + h2o_c --> h_c + adp_c + pi_c + pro__L_c"	0	1000	0
"PROt2rpp"	"h_p + pro__L_p <==> h_c + pro__L_c"	-1000	1000	0
"MNLtex"	"mnl_e <==> mnl_p"	-1000	1000	0
"PROt4pp"	"na1_p + pro__L_p --> pro__L_c + na1_c"	0	1000	0
"PTRCabcpp"	"ptrc_p + atp_c + h2o_c --> h_c + adp_c + pi_c + ptrc_c"	0	1000	0
"LYXt2pp"	"h_p + lyx__L_p --> lyx__L_c + h_c"	0	1000	0
"GDPDPK"	"atp_c + gdp_c --> h_c + ppgpp_c + amp_c"	0	1000	0
"OCDCAtexi"	"ocdca_e --> ocdca_p"	0	1000	0
"OCDCEAtexi"	"ocdcea_e --> ocdcea_p"	0	1000	0
"ASNNpp"	"h2o_p + asn__L_p --> nh4_p + asp__L_p"	0	1000	0
"GLUNpp"	"h2o_p + gln__L_p --> nh4_p + glu__L_p"	0	1000	0
"G6Ptex"	"g6p_e <==> g6p_p"	-1000	1000	0
"NTD12"	"dimp_c + h2o_c --> pi_c + din_c"	0	1000	0
"TUNGSabcpp"	"atp_c + tungs_p + h2o_c --> h_c + adp_c + pi_c + tungs_c"	0	1000	0
"NAtex"	"na1_e <==> na1_p"	-1000	1000	0
"MOBDabcpp"	"atp_c + mobd_p + h2o_c --> h_c + adp_c + pi_c + mobd_c"	0	1000	0
"MOBDtex"	"mobd_e <==> mobd_p"	-1000	1000	0
"NI2uabcpp"	"atp_c + ni2_p + h2o_c --> h_c + ni2_c + adp_c + pi_c"	0	1000	0
"FECRMtonex"	"h_p + fecrm_e --> h_c + fecrm_p"	0	1000	0
"ARBTNtonex"	"h_p + arbtn_fe3_e --> h_c + arbtn_fe3_p"	0	1000	0
"ADOCBLabcpp"	"atp_c + adocbl_p + h2o_c --> adocbl_c + h_c + adp_c + pi_c"	0	1000	0
"EX_enter_e"	"enter_e --> "	0	1000	0
"EX_fecrm_un_e"	"fecrm_un_e --> "	0	1000	0
"EX_cgly_e"	"cgly_e --> "	0	1000	0
"NI2tex"	"ni2_e <==> ni2_p"	-1000	1000	0
"NTD10pp"	"h2o_p + xmp_p --> xtsn_p + pi_p"	0	1000	0
"NTD1pp"	"dump_p + h2o_p --> duri_p + pi_p"	0	1000	0
"EX_chtbs_e"	"chtbs_e --> "	0	1000	0
"EX_gmp_e"	"gmp_e --> "	0	1000	0
"NTD2pp"	"h2o_p + ump_p --> uri_p + pi_p"	0	1000	0
"NACtex"	"nac_e <==> nac_p"	-1000	1000	0
"NTD3pp"	"h2o_p + dcmp_p --> dcyt_p + pi_p"	0	1000	0
"NTD4pp"	"h2o_p + cmp_p --> cytd_p + pi_p"	0	1000	0
"NTD5pp"	"h2o_p + dtmp_p --> thymd_p + pi_p"	0	1000	0
"EX_h2o2_e"	"h2o2_e --> "	0	1000	0
"EX_ump_e"	"ump_e --> "	0	1000	0
"EX_pydam_e"	"pydam_e --> "	0	1000	0
"CRNabcpp"	"atp_c + crn_p + h2o_c --> h_c + adp_c + pi_c + crn_c"	0	1000	0
"CRNDabcpp"	"crn__D_p + atp_c + h2o_c --> h_c + adp_c + pi_c + crn__D_c"	0	1000	0
"DNTPPA"	"h2o_c + ahdt_c --> h_c + dhpmp_c + ppi_c"	0	1000	0
"NTD6pp"	"h2o_p + damp_p --> pi_p + dad_2_p"	0	1000	0
"NTD7pp"	"h2o_p + amp_p --> adn_p + pi_p"	0	1000	0
"CTBTabcpp"	"ctbt_p + atp_c + h2o_c --> h_c + ctbt_c + adp_c + pi_c"	0	1000	0
"NTD9pp"	"h2o_p + gmp_p --> gsn_p + pi_p"	0	1000	0
"NH4tex"	"nh4_e <==> nh4_p"	-1000	1000	0
